,Question,Answer,Solution,url
3,"9)
I. Ram has not paid the rent.
II. He has not arrived yet.

A. Statement II is the cause, and statement I is its effect
B. Statement I is the cause, and statement II is its effect
C. Both the statements are effects of independent causes
D. Both the statements are independent causes
E. Both the statements are effects of some common cause


",C,"There can be many reasons for not paying the rent. So, Statement I is the effect of an independent cause. Similarly, there can be many reasons for not arriving yet. So, statement II is also an effect of an independent cause.
",https://www.javatpoint.com/cause-and-effect-2
4,"10)
I. The state government has increased the duty on mid-sized cars.
II. Last year the state government had hiked taxes for all industrial activities.

A. Statement II is the cause, and statement I is its effect
B. Statement I is the cause, and statement II is its effect
C. Both the statements are effects of independent causes
D. Both the statements are independent causes
E. Both the statements are effects of some common cause


",D,"These two statements are not related to each other as they refer to two different things: duty on mid-sized cars and hiked taxes for industries. Furthermore, they are not effects of anything rather such rules affect other things like sales. So, they are independent causes.
",https://www.javatpoint.com/cause-and-effect-2
0,"11)
I. The police department has caught a group of housebreakers.
II. The police have started night vigil in the city.

A. Statement II is the cause, and statement I is its effect
B. Statement I is the cause, and statement II is its effect
C. Both the statements are effects of independent causes
D. Both the statements are independent causes
E. Both the statements are effects of some common cause


",E,"Both the statements seem to be the effects of a common cause such as an increase in the number of thefts in the city.
",https://www.javatpoint.com/cause-and-effect-3
1,"12)
I. There is a sharp decline in the production of rice this season. 
II. The government has decided to increase the import of rice.

A. Statement II is the cause, and statement I is its effect
B. Statement I is the cause, and statement II is its effect
C. Both the statements are effects of independent causes
D. Both the statements are independent causes
E. Both the statements are effects of some common cause


",B,"A sharp decline in rice production is bound to reduce the availability of rice, so the government has to import rice to restore the availability of rice in the market.
",https://www.javatpoint.com/cause-and-effect-3
2,"13)
I) People living in the coastal areas have been evacuated to safer places in the last few years.
II) The government has rushed in relief supplies for the people living in the affected coastal areas.

A. Statement II is the cause, and statement I is its effect
B. Statement I is the cause, and statement II is its effect
C. Both the statements are effects of independent causes
D. Both the statements are independent causes
E. Both the statements are effects of some common cause


",E,"Evacuating the people and sending the relief supplies indicates that some kind of natural calamity has occurred in the area. So, both the effects have a common cause.
",https://www.javatpoint.com/cause-and-effect-3
3,"14)
I) It is the aim of district administration to get air pollution reduced by 30% in the next two months. 
II) The asthma cases are constantly increasing in the city.

A. Statement II is the cause, and statement I is its effect
B. Statement I is the cause, and statement II is its effect
C. Both the statements are effects of independent causes
D. Both the statements are independent causes
E. Both the statements are effects of some common cause


",A,"The increase in the number of asthma cases must have alerted the district administration to take action to reduce air pollution to control asthma.
",https://www.javatpoint.com/cause-and-effect-3
4,"15)
I. Police resort to lathi-charge to disperse the protesting, unlawful gathering of people.
II. The trade union called a general strike in protest against the police atrocities.

A. Statement II is the cause, and statement I is its effect
B. Statement I is the cause, and statement II is its effect
C. Both the statements are effects of independent causes
D. Both the statements are independent causes
E. Both the statements are effects of some common cause


",A,"The mass protest against the police might have forced the police to resort to lathi-charge to disperse the crowd.
",https://www.javatpoint.com/cause-and-effect-3
0,"16)
I. The temperature during summers has increased tremendously, which is damaging fruits crops. 
II. The prices of fruits have increased considerably this summer.

A. Statement II is the cause, and statement I is its effect
B. Statement I is the cause, and statement II is its effect
C. Both the statements are effects of independent causes
D. Both the statements are independent causes
E. Both the statements are effects of some common cause


",B,"The unfavourable climatic conditions much have affected the yield of fruits crops, and thereby due to less production of fruits, their price must have increased during summer.
",https://www.javatpoint.com/cause-and-effect-4
1,"17)
I. Most of the trains are canceled due to heavy rainfall and water-logging. 
II. The water level of the tanks supplying water to the town has increased.

A. Statement II is the cause, and statement I is its effect
B. Statement I is the cause, and statement II is its effect
C. Both the statements are effects of independent causes
D. Both the statements are independent causes
E. Both the statements are effects of some common cause


",E,"Trains are canceled due to heavy rainfall and water logging, and at the same time, the water level of the tanks supplying water to the town is increased. Both seem to be the effect of some common cause like heavy rainfall during a monsoon season.
",https://www.javatpoint.com/cause-and-effect-4
2,"18)
I. Five new hospitals are opened in Noida this year. 
II. There is a considerable reduction in the number of dengue cases in Noida.

A. Statement II is the cause, and statement I is its effect
B. Statement I is the cause, and statement II is its effect
C. Both the statements are effects of independent causes
D. Both the statements are independent causes
E. Both the statements are effects of some common cause


",C,"There can be many reasons for opening new hospitals, so it is an effect, not a cause. Similarly, the reduction in the number of dengue cases is an effect for which there can be a wide range of reasons. So, both the statements are effects of independent causes.
",https://www.javatpoint.com/cause-and-effect-4
3,"19)
I. The government has imported a large quantity of pulses as per trade agreement with the exports. 
II. The prices of pulses have fallen sharply in the market in recent months.

A. Statement II is the cause, and statement I is its effect
B. Statement I is the cause, and statement II is its effect
C. Both the statements are effects of independent causes
D. Both the statements are independent causes
E. Both the statements are effects of some common cause


",B,"The government has to import pulses as per trade agreement with the exports, even if there was no requirement. So, there would be a surplus of pulses that eventually would have reduced the price of pulses in the market in the last few months.
",https://www.javatpoint.com/cause-and-effect-4
4,"20)
I. Tom studies in standard five. 
II. Tom failed in standard five.

A. Statement II is the cause, and statement I is its effect
B. Statement I is the cause, and statement II is its effect
C. Both the statements are effects of independent causes
D. Both the statements are independent causes
E. Both the statements are effects of some common cause


",C,"The statements are not related with each other. Tom studies in standard five as he would have passed the standard fourth. And, there can be many reasons that he failed in standard five. So, both the statements are effects of independent causes.
",https://www.javatpoint.com/cause-and-effect-4
