Unnamed: 0,Question,Answer,Solution
3,"In each series, look for the degree and direction of change between the numbers. In other words, do the numbers increase or decrease, and by how much

Look at this series: 8, 6, 9, 23, 87 , ... What number should come next?

A. 128
B. 226
C. 324
D. 429
",D,"8 x 1 - 2 = 6  
6 x 2 - 3 = 9     
9 x 3 - 4 = 23    
23 x 4 - 5 = 87   
87 x 5 - 6 = 429 ... 
"
0,"Look carefully for the pattern, and then choose which pair of numbers comes next.

11 16 21 26 31 36 41

A. 47 52
B. 46 52
C. 45 49
D. 46 51
",D,"In this simple addition series, each number is 5 more than the previous number."
1,"Look carefully for the pattern, and then choose which pair of numbers comes next.

3 8 13 18 23 28 33

A. 39 44
B. 38 44
C. 38 43
D. 37 42
E. 33 38
",C,"In this simple addition series, each number is 5 greater than the previous number."
2,"Look carefully for the pattern, and then choose which pair of numbers comes next.

84 78 72 66 60 54 48

A. 44 34
B. 42 36
C. 42 32
D. 40 34
E. 38 32
",B,"In this simple subtraction series, each number is 6 less than the previous number."
3,"Look carefully for the pattern, and then choose which pair of numbers comes next.

20 20 17 17 14 14 11

A. 8 8
B. 11 11
C. 11 14
D. 8 9
E. 11 8
",E,"This is a simple subtraction with repetition series. It begins with 20, which is repeated, then 3 is subtracted, resulting in 17, which is repeated, and so on."
4,"Look carefully for the pattern, and then choose which pair of numbers comes next.

61 57 50 61 43 36 61

A. 29 61
B. 27 20
C. 31 61
D. 22 15
E. 29 22
",E,"This is an alternating repetition series, in which a random number, 61, is interpolated as every third number into an otherwise simple subtraction series. Starting with the second number, 57, each number (except 61) is 7 less than the previous number."
0,"Look carefully for the pattern, and then choose which pair of numbers comes next.

9 12 11 14 13 16 15

A. 14 13
B. 18 21
C. 14 17
D. 12 13
E. 18 17
",E,"This is a simple alternating addition and subtraction series. First, 3 is added, then 1 is subtracted, then 3 is added, 1 subtracted, and so on."
1,"Look carefully for the pattern, and then choose which pair of numbers comes next.

4 8 22 12 16 22 20 24

A. 28 32
B. 28 22
C. 22 28
D. 32 36
E. 22 26
",C,"This is an alternating repetition series, with a random number, 22, interpolated as every third number into an otherwise simple addition series. In the addition series, 4 is added to each number to arrive at the next number."
2,"Look carefully for the pattern, and then choose which pair of numbers comes next.

40 40 31 31 22 22 13

A. 13 4
B. 13 5
C. 4 13
D. 9 4
E. 4 4
",A,This is a subtraction series with repetition. Each number repeats itself and then decreases by 9.
3,"Look carefully for the pattern, and then choose which pair of numbers comes next.

1 10 7 20 13 30 19

A. 26 40
B. 29 36
C. 40 25
D. 25 31
E. 40 50
",C,"Here, every other number follows a different pattern. In the first series, 6 is added to each number to arrive at the next. In the second series, 10 is added to each number to arrive at the next."
4,"Look carefully for the pattern, and then choose which pair of numbers comes next.

10 20 25 35 40 50 55

A. 70 65
B. 60 70
C. 60 75
D. 60 65
E. 65 70
",E,"This is an alternating addition series, in which 10 is added, then 5, then 10, and so on."
0,"Look carefully for the pattern, and then choose which pair of numbers comes next.

2 44 4 41 6 38 8

A. 10 12
B. 35 32
C. 34 9
D. 35 10
E. 10 52
",D,"Here, there are two alternating patterns, one addition and one subtraction. The first starts with 2 and increases by 2; the second starts with 44 and decreases by 3."
1,"Look carefully for the pattern, and then choose which pair of numbers comes next.

17 32 19 29 21 26 23

A. 25 25
B. 20 22
C. 23 25
D. 25 22
E. 27 32
",C,"Here, there are two alternating patterns. The first begins with 17 and adds 2; the second begins with 32 and subtracts 3."
2,"Look carefully for the pattern, and then choose which pair of numbers comes next.

17 14 14 11 11 8 8

A. 8 5
B. 5 2
C. 8 2
D. 5 5
E. 5 8
",D,"In this simple subtraction with repetition series, each number is repeated, then 3 is subtracted to give the next number, which is then repeated, and so on."
3,"Look carefully for the pattern, and then choose which pair of numbers comes next.

10 34 12 31 14 28 16

A. 25 18
B. 30 13
C. 19 26
D. 18 20
E. 25 22
",A,Two patterns alternate here. The first pattern begins with 10 and adds 2 to each number to arrive at the next; the alternating pattern begins with 34 and subtracts 3 each time.
4,"Look carefully for the pattern, and then choose which pair of numbers comes next.

11 14 14 17 17 20 20

A. 23 23
B. 23 26
C. 21 24
D. 24 24
E. 24 27
",A,"This is a simple addition series with repetition. It adds 3 to each number to arrive at the next, which is repeated before 3 is added again."
0,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

10, 100, 200, 310, ?
A. 400
B. 410
C. 420
D. 430
",D,"The pattern is + 90 + 100, + 110,.....So, missing term = 310 + 120 = 430."
1,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

11, 10, ?, 100, 1001, 1000, 10001
A. 101
B. 110
C. 111
D. None of these
",A,"The pattern is - 1, x 10 + 1, - 1, x 10 + 1, - 1, x 10 + 1, .....So, missing term = 10 x 10 + 1 = 101."
2,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

2, 7, 27, 107, 427, ?
A. 1262
B. 1707
C. 4027
D. 4207
",B,"The pattern is + 5, + 20, + 80, + 320, ...... i.e. + (5 x 12), + (5 x 22), + (5 x 42), + (5 x 82),.....So, missing term = 427 + (5 x 162) = 427 + 1280 = 1707."
0,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.
2,3,8,27, 112,?
A. 226
B. 339
C. 452
D. 565
",D,"The pattern is x 1 + 1, x 2 + 2, x 3 + 3, x 4 + 4,.....So, missing term = 112 x 5 + 5 = 565."
1,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.
6, 17, 39, 72, ?
A. 83
B. 94
C. 116
D. 127
",C,"The pattern is + 11, + 22, + 33, .....So, missing term = 72 + 44 = 116."
2,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.
20, 20, 19, 16, 17, 13, 14, 11, ?, ?
A. 10, 10
B. 10, 11
C. 13, 14
D. 13, 16
",A,"Let the missing terms of the series be x1 and x2.Thus, the sequence 20, 20, 19, 16, 17, 13, 14, 11, xv x2 is a combination of two series :I. 20, 19, 17, 14, x1 and II. 20, 16, 13, 11, x2The pattern in I is - 1, - 2, - 3,......So, missing term, x1 = 14 - 4 = 10.The pattern in II is - 4, - 3, - 2,......So, missing term, x2 = 11 - 1 = 10."
3,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.
24, 60, 120, 210, ?
A. 300
B. 336
C. 420
D. 525
",B,"The pattern is + 36, + 60, + 90,.....i.e. + [6 x (6 + 0)], + [6 x (6 + 4)], + [6 x (6 + 9)],...So, missing term = 210 + [6 x (6 + 15)] = 210 + 126 = 336."
4,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.
625, 5, 125, 25, 25, ?, 5
A. 5
B. 25
C. 125
D. 625
",C,"The given sequence is a combination of two series :I. 625, 125, 25, 5 and II. 5, 25, ?The pattern in I is ÷ 5, while that in II is x 5. So, missing term = 25 x 5 = 125."
0,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

1, 1, 2, 6, 24, ?, 720

A. 100
B. 104
C. 108
D. 120
",D,"The pattern is x 1, x 2, x 3, x 4,.....So, missing term = 24 x 5 = 120."
1,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

2, 15, 4, 12, 6, 7, ?, ?

A. 8, 8
B. 8, 0
C. 3, 8
D. None of these
",B,"Let the missing terms of the series be x1 and x2.Thus, the sequence 2, 15, 4, 12, 6, 7, x1 x2 is a combination of two series :I. 2, 4, 6, x1 and II. 15, 12, 7, x2I consists of consecutive even numbers.So, missing term, x1 = 8.The pattern in II is - 3, - 5,......So, missing term, x2 = 7 - 7 = 0."
2,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

4832, 5840, 6848, ?

A. 7815
B. 7846
C. 7856
D. 7887
",C,"The pattern is + 1008.So, missing term - 6848 + 1008 = 7856."
3,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

5824, 5242, ?, 4247, 3823

A. 4467
B. 4718
C. 4856
D. 5164
",B,"Each term in the series is obtained by subtracting from the preceding term the numberformed by the first three digits of the preceding term.So, missing term = 5242 - 524 = 4718."
4,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

2, 8, 16, 128, ?

A. 2042
B. 2046
C. 2048
D. 2056
",C,"Each term in the series, except the first two terms, is the product of the preceding two terms.So, missing term = 16 x 128 = 2048."
0,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

1, 2, 6, 7, 21, 22, 66, 67, ?

A. 70
B. 134
C. 201
D. 301
",C,"The pattern is + 1, x 3, + 1, x 3, + 1, x 3, + 1,.....So, missing term = 67 x 3 = 201."
1,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

0.5, 0.55, 0.65,0.8,?

A. 0.9
B. 0.82
C. 1
D. 0.95
",C,"The pattern is + 0.05, + 0.10, + 0.15,.....So, missing term = 0.8 + 0.20 = 1."
2,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

0, 2, 3, 5, 8, 10, 15, 17, 24, 26, ?

A. 28
B. 30
C. 32
D. 35
",D,"The given sequence is a combination of two series :I. 0, 3, 8, 15, 24, ? and II. 2, 5, 10, 17, 26The pattern in each one of I and II is + 3, + 5, + 7, + 9, .....So, missing term = 24 + 11 = 35."
3,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

11, 13, 17, 19, 23, 25, ?

A. 26
B. 27
C. 29
D. 37
",C,"The pattern is + 2, + 4, + 2, + 4, .....So, missing term = 25 + 4 = 29."
4,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

5, 2, 7, 9, 16, 25, ?

A. 41
B. 45
C. 48
D. 52
",A,"Each term in the series, except the first two terms, is the sum of the preceding twoterms.So, missing term = 16 + 25 = 41."
0,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

7, 26, 63, 124, 215, 342, ?

A. 391
B. 421
C. 481
D. 511
",D,"The terms of the given series are (23 - 1), (33 - 1), (43 - 1), (53 - 1), (63 - 1), (73 - 1),.....So, missing term = (83 - 1) = (512 - 1) = 511."
1,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

3, 12,27,48, 75, 108,?

A. 147
B. 162
C. 183
D. 192
",A,"The terms of the given series are 3 x l2, 3 x 22, 3 x 32, 3 x 42, 3 x 52, 3 x 62,.....So, missing term = 3 x 72 = 3 x 49 = 147."
2,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

3, 7, 23, 95, ?

A. 62
B. 128
C. 479
D. 575
",C,"The pattern is x 2 + 1, x 3 + 2, x 4 + 3,.....So, missing term = 95 x 5 + 4 = 479."
3,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

6, 18, 3, 21, 7, 56, ?

A. 8
B. 9
C. 63
D. 64
",A,"Each term at an even place in the series is the product of its two adjacent terms.Thus, if the missing term be x, then we have : 7 x x = 56 or x = 56 ÃƒÂ· 7 = 8."
4,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

4, 9, 25, ?, 121, 169, 289, 361

A. 49
B. 64
C. 81
D. 87
",A,"The given series consists of squares of consecutive prime numbersi.e. 22, 32, 52,.....,112, 132, 172, 192.So, missing term = 72 = 49."
0,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

6, 13,28,59,?

A. 111
B. 113
C. 114
D. 122
",D,"The pattern is x 2 + 1, x 2 + 2, x 2 + 3,.....So, missing term = 59 x 2 + 4 = 122."
1,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

4, 12, 36, 108, ?

A. 144
B. 216
C. 304
D. 324
",D,"The pattern is x 3.So, missing term = 108 x 3 = 324."
2,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

Which term of the series 5, 8, 11, 14,.....is 320?

A. 104th
B. 105th
C. 106th
D. 64th
",C,"Clearly, 5 + 3 = 8, 8 + 3 = 11, 11 + 3 = 14, .....So, the series is an A.P. in which a - 5 and d = 3.Let 320 be the nth term of the series.Then, 320 = 5 + (n - 1) x 3 or (n - 1) = 105 or n = 106."
3,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

8, 9, 8, 7, 10, 9, 6, 11, 10, ?, 12

A. 5
B. 7
C. 8
D. 11
",A,"The given sequence is a combination of three series :I. 1st, 4th, 7th, 10th terms i.e. 8, 7, 6, ?II. 2nd, 5th, 8th, 11th terms i.e. 9, 10, 11, 12III. 3rd, 6th, 9th terms i.e. 8, 9, 10 The pattern in I is - 1.So, missing term = 6 - 1 = 5."
4,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

3, 7, 15, ?, 63, 127

A. 30
B. 31
C. 47
D. 52
",B,"Each number in the series is one more than twice the preceding number.So, missing term = (15 x 2) + 1 = 31."
0,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

4, 10, ?, 82, 244, 730

A. 24
B. 28
C. 77
D. 218
",B,"Each number in the series is 2 less than thrice the preceding number.
So, missing number = (10 x 3) - 2 = 28.
"
1,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

1, 5, 13,25,41,?

A. 51
B. 57
C. 61
D. 63
",C,"The pattern is + 4, + 8, + 12, + 16......
So, missing term = 41 + 20 = 61.
"
2,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

325, 259, 204, 160, 127, 105, ?

A. 94
B. 96
C. 98
D. 100
",A,"The pattern is - 66, - 55, - 44, - 33, - 22, .....
So, missing term = 105 - 11 = 94.
"
3,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

4, 7, 12, 19, 28, ?

A. 30
B. 36
C. 39
D. 49
",C,"The pattern is + 3, + 5, + 7, + 9, .....
So, missing term = 28 + 11 = 39.
"
4,"Choose the correct alternative that will continue the same pattern and replace the question mark in the given series.

5760, 960, ?, 48, 16, 8

A. 120
B. 160
C. 192
D. 240
",C,"The pattern is ÃƒÂ· 6, ÃƒÂ· 5, ÃƒÂ· 4, ÃƒÂ· 3, ÃƒÂ· 2.
So, missing term = 960 - 5 = 192.
"
0,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should all the unauthorized structures in the city be demolished?
Arguments:
I. No. Where will the people residing in such houses live?
II. Yes. This will give a clear message to general public and they will refrain from constructing unauthorized buildings.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",B,"The demolition of unauthorized buildings would teach a lesson to the unscrupulous builders and also serve as a warning for the citizens not to indulge in such activities in the future. This is essential, as unauthorized constructions impose undue burden on the city's infrastructure. So, only argument II holds strong."
1,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should there be a maximum limit for the number of ministers in the Central Government?
Arguments:
I. No. The political party in power should have the freedom to decide the number of ministers to be appointed.
II. Yes. The number of ministers should be restricted to a certain percentage of the total number of seats in the parliament to avoid unnecessary expenditure.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",B,"Clearly, there should be some norms regarding the number of ministers in the Government, as more number of ministers would unnecessarily add to the Government expenditure. So, argument II holds strong; Also, giving liberty to the party in power could promote extension of unreasonable favour to some people at the cost of government funds. So, argument I does not hold."
2,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should foreign films be banned in India?
Arguments:
I. Yes. They depict an alien culture which adversely affects our values.
II. No. Foreign films are of a high artistic standard.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",D,"Clearly, foreign films depict the alien culture but this only helps in learning more. So, argument I does not hold. Also, the reason stated in argument II is not strong enough in contradicting the ban. So, it also does not hold."
3,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Is buying things on instalments profitable to the customer?
Arguments:
I. Yes. He has to pay less.
II. No, paying instalments upsets the family budget.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",D,"In buying things on instalments, a customer has to pay more as the interest is also included. So, argument I does not hold. Moreover, one who buys an item on instalments maintains his future budget accordingly as he is well acquainted with when and how much he has to pay, beforehand. So, argument II is also not valid."
4,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should Doordarshan be given autonomous status?
Arguments:
I. Yes. It will help Doordarshan to have fair and impartial coverage of all important events.
II. No. The coverage of events will be decided by a few who may not have healthy outlook.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",A,"Clearly, the autonomous status of the Doordarshan will be a step towards giving it independence for an impartial coverage. Autonomous status does not mean that the coverage will be decided by a few. So, only argument I holds."
0,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should there be uniforms for students in the colleges in India as in the schools?
Arguments:
I. Yes, this will improve the ambience of the colleges as all the students will be decently dressed.
II. No. The college students should not be regimented and they should be left to choose their clothes for coming to the college.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",B,"Clearly, after being in strict discipline and following a formal dress code of the school for so many years, the students must be granted some liberty in college life, as they have to take on the responsibilities of life, next. Besides, schools adopt uniforms to take care of the security of the child - an aspect which doesn't matter much in the colleges. So, argument II holds strong. Also, the environment of the college depends on the students' dedication and etiquettes and not on their uniforms. So, argument I is vague."
1,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should India engage into a dialogue with neighbouring countries to stop cross border tension?
Arguments:
I. Yes. This is the only way to reduce the cross border terrorism and stop loss of innocent lives.
II. No. Neighbouring countries cannot be relied upon in such matters, they may still engage in subversive activities.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",A,"Clearly, peaceful settlement through mutual agreement is the best option, whatever be the issue. So, argument I holds strong. Moreover, the problem indicated in II can be curbed by constant check and vigilance. So, II seems to be vague."
2,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should there be a world government?
Arguments:
I. Yes. It will help in eliminating tensions among the nations.
II. No. Then, only the developed countries will dominate in the government.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",B,"Clearly, a world government cannot eliminate tensions among nations because it will also have the ruling group and the opposition group. Further, the more powerful and diplomatic shall rule the world to their interests. So, only argument II holds."
3,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should the practice of transfers of clerical cadre employees from government offices of one city to those of another be stopped?
Arguments:
I. No. Transfer of employees is a routine administrative matter and we must continue it.
II. Yes. It involves lot of governmental expenditure and inconvenience too many compared to the benefits it yields.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",D,"It is not necessary that any practice which has been in vogue for a long time is right and it must be continued. So, argument I is not strong. Also, a practice must be continued or discontinued in view of its merits/demerits and not on grounds of the expenditure or procedures it entails. The policy of transfer is generally practised to do away with corruption, which is absolutely essential. So, argument II also does not hold."
4,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Is paying ransom or agreeing to the conditions of kidnappers of political figures, a proper course of action?
Arguments:
I. Yes. The victims must be saved at all cost.
II. No. It encourages the kidnappers to continue their sinister activities.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",E,"Both the arguments are strong enough. The conditions have to be agreed to, in order to save the life of the victims, though actually they ought not to be agreed to, as they encourage the sinister activities of the kidnappers."
0,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should family planning be made compulsory in India?
Arguments:
I. Yes. Looking to the miserable conditions in India, there is no other go.
II. No. In India there are people of various religions and family planning is against the tenets of some of the religions.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",E,"Family planning is an essential step to curb population growth. So, argument I holds strong. Also, family planning being against the tenets of some of the Indian religions, it is not necessary to make it compulsory. Instead, it can be enforced by creating public awareness of the benefits of family planning. So, argument II also holds."
1,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should income tax be abolished in India?
Arguments:
I. Yes. It is an unnecessary burden on the wage earners.
II. No. It is a good source of revenue.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",B,"Income -tax is levied so that every citizen can contribute a share of his earning towards the infrastructural development of the nation. So, argument I seems to be vague. However, income-tax is no doubt a good source of revenue for the government. Hence, argument II holds strong."
2,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should there be a ceiling on the salary of top executives of multinationals in our country?
Arguments:
I. Yes. Otherwise it would lead to unhealthy competition and our own industry would not be able to withstand that.
II. No. With the accent on liberalization of economy, any such move would be counter-productive. Once the economy picks up, this disparity will be reduced.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",E,"In the absence of such a ceiling, the companies would be involved in a mutual competition of salaries, in a bid to attract the most competent professionals. So, argument I holds. Also, the prospects of increase in salary would encourage the officials to perform better in the interest of the company they serve, which would otherwise not be so if a ceiling is imposed. So, argument II also holds strong."
3,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should school education be made free in India?
Arguments:
I. Yes. This is the only way to improve the level of literacy.
II. No. It would add to the already heavy burden on the exchequer.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",B,"Making education free for all is not the only means to ensure literacy. An awareness needs to be aroused for this. So, argument I is vague. Also, such a step would require immense funds and lead to financial drain. So, argument II holds."
4,"Each question given below consists of a statement, followed by two arguments numbered I and II. You have to decide which of the arguments is a 'strong' argument and which is a 'weak' argument.

Statement: Should import duty on all the electronic goods be dispensed with?
Arguments:
I. No. This will considerably reduce the income of the government and will adversely affect the developmental activities.
II. No. The local manufacturers will not be able to compete with the foreign manufacturers who are technologically far superior.

A. Only argument I is strong
B. Only argument II is strong
C. Either I or II is strong
D. Neither I nor II is strong
E. Both I and II are strong
",B,"Abolishing the import duty on electronic goods shall reduce the costs of imported goods and adversely affect the sale of the domestic products, thus giving a setback to the Indian electronics industry. So, argument II holds strong. Argument I does not provide a convincing reason."
0,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should all the students graduating in any discipline desirous of pursuing post-graduation of the subjects of their choice be allowed to enrol in the post-graduate courses?
Arguments:
I. Yes. The students are the best judge of their capabilities and there should not be restrictions for joining post-graduate courses.
II. No. The students need to study relevant subjects in graduate courses to enrol in post-graduate courses and the students must fulfil such conditions.
III. No. There are not enough institutes offering post-graduate courses which can accommodate all the graduates desirous of seeking post-graduate education of their own choice.

A. None is strong
B. Only I and II are strong
C. All are strong
D. Only I and III are strong
E. None of these
",E,"Only argument II is strong. The students cannot be enrolled in the courses just on the basis of their interests, but their compatibility with the same also matters. So, I does not hold. Besides, lack of institutes is no criteria to deny post-graduate courses to students. So, argument III also does not hold. II provides a genuine reason and thus holds strong."
1,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should we impart sex education in schools?
Arguments:
I. Yes. All the progressive nations do so.
II. No. We cannot impart it in co-educational schools.
III. Yes. It would certainly help in eradicating the existing misunderstanding and make the younger generation physically and mentally healthier.
IIII. It will destroy the moral fibre and the highly esteemed value system which we have inherited from our forefathers.

A. None is strong
B. Only I, III and IV are strong
C. Only II, III and IV are strong
D. Only II and IV are strong
E. None of these
",E,"Only II and III are strong. Clearly, the pursuance of a policy in India cannot be based on the pretext that it is followed in other countries because every country has its own environment and situations. So, argument I is vague. Also, imparting sex education in co-educational schools where boys and girls study together, could spoil the atmosphere there and hinder the studies. So, argument II is strong. However, sex education in schools can help students remove their misconceptions and doubts at a stage, when they would otherwise hesitate to discuss the same with others. Also, sex forms an integral part of the future life of the students and knowledge regarding the same, is nothing degenerative and shameful. So, argument III holds strong, while IV does not."
2,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should coal engines be replaced by electric engines in trains?
Arguments:
I. Yes. Coal engines cause a lot of pollution.
II. Yes. Electric engines are good on performance, easy to operate and low on maintenance.
III. No. India does not produce enough electricity to fulfil its domestic needs also.

A. All are strong
B. Only I and II are strong
C. Only II and III are strong
D. Only I and III are strong
E. Only I is strong
",B,"Clearly, electric engines shall be smoke-free and thus not cause pollution as the coal engines. They also run at higher speeds and perform better. Thus, both I and II hold strong. Argument III does not provide a convincing reason and hence does not hold strong."
3,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should all those who are convicted for heinous crimes like murder or rape, beyond all reasonable doubts be given capital punishment or death penalty?
Arguments:
I. No. The death penalty should be given only in very rare and exceptional cases.
II. Yes. This is the only way to punish such people who take others' lives or indulge in inhuman activities.
III. Yes. Such severe punishments only will make people refrain from such heinous acts and the society will be safer.
IIII. No. Those who are repentant for the crime they committed should be given a chance to improve and lead a normal life.

A. Only II and IV are strong
B. All are strong
C. Only III is strong
D. Only II and III are strong
E. Only I, II and III are strong
",C,"Clearly, a person committing a heinous crime like murder or rape should be so punished as to set an example for others not to attempt such acts in future. So, argument III holds strong. Argument I is vague while the use of the word 'only' in argument II makes it weak. Also, it cannot be assured whether a criminal is really repentant of his acts or not, he may also exhibit so just to get rid of punishment. So, argument IV also does not hold."
4,"Each question given below consists of a statement, followed by three or four arguments numbered I, II, III and IV. You have to decide which of the arguments is/are 'strong' arguments) and which is/are 'weak' arguments) and accordingly choose your answer from the alternatives given below each question.

Statement:  Should all the profit making public sector units be sold to private companies?
Arguments:
I. Yes. This will help the government to augment its resources for implementing the development programmes.
II. No. The private companies will not be able to run these units effectively.
III. Yes. There will be a significant improvement in the quality of services.
IIII. No. There would not be job security for the employees at all the levels.

A. Only II and III are strong
B. All are strong
C. Only III and IV are strong
D. Only I, II and III are strong
E. Only II, III and IV are strong
",C,"The government cannot sell off public sector units just to pool up funds for development. Besides, if it does so, these units shall be handed over to private companies which are fully equipped to run these units effectively. So, neither I nor II holds strong. Privatization shall surely ensure better services, but private companies adopt hire and fire policy and they are free to terminate the services of any employee as and when they wish to. Thus, both III and IV hold strong."
